"Response ID","Date submitted","Last page","Start language","Date started","Date last action","IP address","Dieses Survey dient dazu die NLQ-Fragebögen zu digitalisieren. Bei Fragen wenden Sie sich bitte an ihren Auftraggeber! Möge die Arbeit schnell und entspannend von der Hand gehen!","Links unten befindet sich ein Schul-code (z.B. GSWF100). Trage diesen hier ein:","Auf dem Fragebogen ist unten links eine Zahl mit Kugelschreiber hinzugefügt worden (z.B. 1). Trage diese hier ein:","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [ich möchte mehr über Informatik und Technik lernen.]","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [Ich möchte später einen Beruf haben, der wenig mit Computern und Technik zu tun hat.]","Hier die Antwort zu Geschlecht übertragen."
"161","2019-02-12 11:35:48","1","en","2019-02-12 11:33:59","2019-02-12 11:35:48","79.218.45.57","","GSWF107","3","Was gibt es für eine Technik für Computer?","Was gibt es für eine Technik im Internet?","Warum kann man manche sachen nicht aufs Ipad machen?","","","","","","","","","","","","","1","1","1","2","2","Junge"
"162","2019-02-12 11:37:22","1","en","2019-02-12 11:36:02","2019-02-12 11:37:22","79.218.45.57","","GSWF107","4","Was sol mann machen wen mann kein internet hat?","","","","","","","","","","","","","","","2","3","2","4","1","Junge"
"163","2019-02-12 11:38:31","1","en","2019-02-12 11:37:36","2019-02-12 11:38:31","79.218.45.57","","GSWF107","5","","","","","","","","","","","","","","","","1","2","1","","2","Junge"
"164","2019-02-12 11:39:22","1","en","2019-02-12 11:38:35","2019-02-12 11:39:22","79.218.45.57","","GSWF107","6","Wieso ist ein PC Besser Als ein Computer?","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"165","2019-02-12 11:40:15","1","en","2019-02-12 11:39:49","2019-02-12 11:40:15","79.218.45.57","","GSWF107","7","","","","","","","","","","","","","","","","1","1","1","1","3","Junge"
"166","2019-02-12 11:41:06","1","en","2019-02-12 11:40:17","2019-02-12 11:41:06","79.218.45.57","","GSWF107","8","","","","","","","","","","","","","","","","1","1","1","4","1","Junge"
"167","2019-02-12 11:42:01","1","en","2019-02-12 11:41:08","2019-02-12 11:42:01","79.218.45.57","","GSWF107","9","Wie alt ist die Technik?","Was war das ERst Technische Geret?","","","","","","","","","","","","","","1","2","1","3","2","Junge"
"168","2019-02-12 11:43:17","1","en","2019-02-12 11:42:09","2019-02-12 11:43:17","79.218.45.57","","GSWF107","10","Wie fongnozirt eine PS4","Wie speichert ein Handy alles","","","","","","","","","","","","","","1","1","2","1","4","Junge"
"169","2019-02-12 11:45:07","1","en","2019-02-12 11:44:07","2019-02-12 11:45:07","79.218.45.57","","GSWF107","11","Wie fongnozirt eine XBox","Wie fongnozirt eine PS4 Pro","","","","","","","","","","","","","","1","1","2","1","4","Junge"
"170","2019-02-12 11:45:42","1","en","2019-02-12 11:45:11","2019-02-12 11:45:42","79.218.45.57","","GSWF107","12","Wie viel verdient man?","","","","","","","","","","","","","","","1","1","5","5","5","Mädchen"
"171","2019-02-12 11:46:21","1","en","2019-02-12 11:45:43","2019-02-12 11:46:21","79.218.45.57","","GSWF107","13","Wie baut mann ein Roborter?","","","","","","","","","","","","","","","1","1","2","5","5","Junge"
"172","2019-02-12 11:48:09","1","en","2019-02-12 11:46:29","2019-02-12 11:48:09","79.218.45.57","","GSWF107","14","Was ist das beste Speil?","Wer hat Minecraft erfunden?","Wer ist der beste Spieler der Weld","","","","","","","","","","","","","1","1","","5","5","Junge"
"173","2019-02-12 11:49:59","1","en","2019-02-12 11:49:01","2019-02-12 11:49:59","79.218.45.57","","GSWF111","1","Wie wird eine elektrische sache die fiel kann her gestellt?","","","","","","","","","","","","","","","1","2","3","4","1","Junge"
"174","2019-02-12 11:51:15","1","en","2019-02-12 11:50:03","2019-02-12 11:51:15","79.218.45.57","","GSWF111","2","Was muss ich machen wenn ich einne sichere seite haben will?","","","","","","","","","","","","","","","2","5","3","4","1","Mädchen"
"175","2019-02-12 11:52:04","1","en","2019-02-12 11:51:19","2019-02-12 11:52:04","79.218.45.57","","GSWF111","3","Wiso wurde bas inter net hergestelt?","","","","","","","","","","","","","","","1","1","1","3","1","Junge"
"176","2019-02-12 11:53:58","1","en","2019-02-12 11:52:07","2019-02-12 11:53:58","79.218.45.57","","GSWF111","3","Wie sieht ein Handy oder Computer von inmen aus?","Wie intelegent konnen Roboter sein?","","","","","","","","","","","","","","1","1","3","4","2","Mädchen"
"177","2019-02-12 11:55:04","1","en","2019-02-12 11:53:59","2019-02-12 11:55:04","79.218.45.57","","GSWF111","4","Kann ich Calliope auch mit Handy oder Tablet pogramiren?","","","","","","","","","","","","","","","1","2","1","2","3","Junge"
"178","2019-02-12 11:57:09","1","en","2019-02-12 11:55:07","2019-02-12 11:57:09","79.218.45.57","","GSWF111","5","Wie schaft mann es das sich etwas auf dem Bildschirm bewegt?","","","","","","","","","","","","","","","3","5","5","4","1","Junge"
"179","2019-02-12 11:59:35","1","en","2019-02-12 11:58:13","2019-02-12 11:59:35","79.218.45.57","","GSWF111","6","Wie das internet fongsjonirt","","","","","","","","","","","","","","","","2","","4","1","Junge"
"180","2019-02-12 12:00:41","1","en","2019-02-12 11:59:41","2019-02-12 12:00:41","79.218.45.57","","GSWF111","7","Wie mann etwas herunterläd zum beilspiel, eine Äpp","","","","","","","","","","","","","","","2","3","2","3","2","Mädchen"
"181","2019-02-12 12:02:46","1","en","2019-02-12 12:00:45","2019-02-12 12:02:46","79.218.45.57","","GSWF111","8","Wie alle Dten und Suchergebnisse im Handy aufgerufen werden können.","Wie auf einer PS4 alles gespeichert ist und wie das Programmiert wurde, wenn man einen Knopf drücktt dass der dann eine bestimmte Bewehung entsteht.","","","","","","","","","","","","","","","2","2","3","2","Junge"
"182","2019-02-12 12:03:38","1","en","2019-02-12 12:02:48","2019-02-12 12:03:38","79.218.45.57","","GSWF111","9","Wie ein Roboter gebaut wird? ","Wie ein Roboter programiert wird?","","","","","","","","","","","","","","2","3","3","5","5","Junge"
"183","2019-02-12 12:11:03","1","en","2019-02-12 12:03:40","2019-02-12 12:11:03","79.218.45.57","","Wie ein Roboter programiert wird?","10","Ich würde gerne fragen wie ma Roboter baut.","","","","","","","","","","","","","","","1","1","2","4","1","Junge"
"184","2019-02-12 12:12:36","1","en","2019-02-12 12:11:10","2019-02-12 12:12:36","79.218.45.57","","GSWF111","11","Ich würde Fragen ob Google wirklich alle Fragen beantworten kann.","Ich würde Fragen wie viele Programme es gibt","","","","","","","","","","","","","","2","2","5","5","5","Junge"
"185","2019-02-12 12:13:41","1","en","2019-02-12 12:12:38","2019-02-12 12:13:41","79.218.45.57","","GSWF111","12","Kann das Handy ausdrucken?","Wie kamm man die sachen die man gesteichert hat wieder finden","","","","","","","","","","","","","","","2","2","3","2","Mädchen"
"186","2019-02-12 12:14:45","1","en","2019-02-12 12:13:45","2019-02-12 12:14:45","79.218.45.57","","GSWF111","13","Wie sie darauf gekommen sind.","Warum ist es so geferlich.","Ist für Kinder der Internett schon geeignet.","","","","","","","","","","","","","2","3","4","3","2","Mädchen"
"187","2019-02-12 12:15:45","1","en","2019-02-12 12:14:47","2019-02-12 12:15:45","79.218.45.57","","GSWF111","14","Wer hat die Technik rund um Fernsehen und spielkonsolen Hands und PCs Erfunden","","","","","","","","","","","","","","","1","3","2","1","4","Junge"
"188","2019-02-12 12:16:34","1","en","2019-02-12 12:15:48","2019-02-12 12:16:34","79.218.45.57","","GSWF111","15","Ich würde fragen was es eigentlich alles für elektische Geräte gibt","","","","","","","","","","","","","","","2","2","3","3","2","Mädchen"
"189","2019-02-12 12:17:18","1","en","2019-02-12 12:16:42","2019-02-12 12:17:18","79.218.45.57","","GSWF111","16","Wie kan man sicher gehen das eine App kein Betrug ist?","","","","","","","","","","","","","","","3","3","3","3","1","Mädchen"
"190","","","en","2019-02-12 12:17:22","2019-02-12 12:17:22","79.218.45.57","","","","","","","","","","","","","","","","","","","","","","","",""
"191","2019-02-12 15:14:58","1","en","2019-02-12 15:13:08","2019-02-12 15:14:58","79.218.45.57","","GSWF113","1","Wie kan ei Gomputer oder gogel alles wissen.","Wie kan man Programe herstellen.","Wer hat die Händys erfonden.","","","","","","","","","","","","","1","5","5","1","4","Junge"
"192","2019-02-12 15:15:42","1","en","2019-02-12 15:15:00","2019-02-12 15:15:42","79.218.45.57","","GSWF113","2","War rum You Tube gelöscht wär","","","","","","","","","","","","","","","4","4","3","4","4","Junge"
"193","2019-02-12 15:18:25","1","en","2019-02-12 15:17:33","2019-02-12 15:18:25","79.218.45.57","","GSWF113","3","Wie wird ein Handy gebaut?","Was macht man wen en hecker ins internet geht?","","","","","","","","","","","","","","1","1","1","1","4","Mädchen"
"194","2019-02-12 15:20:14","1","en","2019-02-12 15:18:28","2019-02-12 15:20:14","79.218.45.57","","GSWF113","4","Aus welchen sachen werden Technik sachen gemacht!","Was ist in einem Hady drinne!","Was ist in einem Computer drinne!","Was ist in einem Taplad drinn!","Warum wird YouToub gelöscht!","Werden Auf YouToub die Kanele auch gelöscht!","","","","","","","","","","1","1","2","2","3","Mädchen"
"195","2019-02-12 15:22:39","1","en","2019-02-12 15:21:07","2019-02-12 15:22:39","79.218.45.57","","GSWF113","5","Wie viele Technik Sachen gibt es?","Arbeitet ihr viel mit Technik?","Wie wurde die Technik erschafen?","Warum wird YouTube gelöscht?","Wie kan an ein Handy gebaut?","Wie Lang mögen sie das Thema Technik?","","","","","","","","","","2","1","3","2","4","Mädchen"
"196","2019-02-12 15:24:00","1","en","2019-02-12 15:23:23","2019-02-12 15:24:00","79.218.45.57","","GSWF113","6","Wenn du alles weißt woe lange gibt es das internet.","","","","","","","","","","","","","","","1","2","1","3","2","Junge"
"197","2019-02-12 15:25:42","1","en","2019-02-12 15:24:04","2019-02-12 15:25:42","79.218.45.57","","GSWF113","7","Wie kann mann lernen wo hast du das gelernt wie sind die roboter gebaut","wo hast du das gelernt"," wie sind die roboter gebaut","","","","","","","","","","","","","1","2","2","2","3","Junge"
"198","2019-02-12 15:26:28","1","en","2019-02-12 15:25:44","2019-02-12 15:26:28","79.218.45.57","","GSWF113","8","Was ist in einem Computer drin?","Aus Welchen Material ist ein Computer?","","","","","","","","","","","","","","1","3","1","3","3","Junge"
"199","2019-02-12 15:27:59","1","en","2019-02-12 15:26:32","2019-02-12 15:27:59","79.218.45.57","","GSWF113","9","1) Gibt es auch Roboter die Spielzeuge herstellen können?","2) Wie erkennt man einen Vierus?","3) Gibt es Hasenroboter?","4) Gibt es Computer Akkus?","","","","","","","","","","","","1","3","1","3","2","Mädchen"
"200","2019-02-12 15:30:30","1","en","2019-02-12 15:28:53","2019-02-12 15:30:30","79.218.45.57","","GSWF113","10","kann mann mit sein Handy sen Auto stoern.","was ist alles in ein computer driene.","wie kann mann ein computer an machen ohne ein knopf zu drücken.","wie kann man ein computer reperrieren.","kann mann eine internet seite erfinden","","","","","","","","","","","1","1","1","1","1","Junge"
"201","2019-02-12 15:32:14","1","en","2019-02-12 15:31:26","2019-02-12 15:32:14","79.218.45.57","","GSWF113","11","Kann man eine internen seite erstellen","","","","","","","","","","","","","","","1","2","2","5","2","Junge"
"202","2019-02-12 15:34:08","1","en","2019-02-12 15:32:18","2019-02-12 15:34:08","79.218.45.57","","GSWF113","12","Frage: Ich würde tragen ‘Sind Handystrahlen gefährlich?‘","Kann ein Handy explodieren?","","","","","","","","","","","","","","1","2","2","1","3","Junge"
"203","2019-02-12 15:43:03","1","en","2019-02-12 15:35:44","2019-02-12 15:43:03","79.218.45.57","","GSWF113","13","Was ist das größte Handi?","Kann maan ein Roboter bauen.","Kann man.","Gibt es ein Handy Roboter.","Kan man ein Program erstellen","","","","","","","","","","","1","1","1","1","1","Junge"
"204","2019-02-12 15:54:04","1","en","2019-02-12 15:53:09","2019-02-12 15:54:04","79.218.45.57","","GSWF113","14","Was macht man wenn ein hecker ins internet genhen will was macht man denn.","","","","","","","","","","","","","","","1","2","1","2","2","Mädchen"
"205","2019-02-12 16:06:25","1","en","2019-02-12 15:54:07","2019-02-12 16:06:25","79.218.45.57","","GSWF113","15","Wie wirt ein Handi gebaut.","","","","","","","","","","","","","","","1","1","2","3","2","Mädchen"
"206","","","en","2019-02-12 16:17:22","2019-02-12 16:17:22","79.218.45.57","","","","","","","","","","","","","","","","","","","","","","","",""
"207","","","en","2019-06-18 20:45:18","2019-06-18 20:45:18","95.91.230.202","","","","","","","","","","","","","","","","","","","","","","","",""
"208","","","en","2019-06-18 20:45:29","2019-06-18 20:45:29","10.20.10.84","","","","","","","","","","","","","","","","","","","","","","","",""
"209","","","en","2019-06-18 20:48:43","2019-06-18 20:48:43","93.216.28.105","","","","","","","","","","","","","","","","","","","","","","","",""
"210","2019-06-20 08:33:44","1","en","2019-06-20 08:27:28","2019-06-20 08:33:43","10.18.9.56","","GSWF124","1","Aus was besteht der Roboter?","Haben sie schonmal einen Roboser gebaut?","Wie viel kosset ein Roboter?","Kennen sie dem berumtesten Computer bauer (persönlich)?","Mögen sie Apple?","Mögen sie Erico termi?","Intressiren sie sich für Handys?","Würden sie gerne mal zu uns kommen?","","","","","","","","1","2","1","1","3","Junge"
"211","2019-06-20 08:34:30","1","en","2019-06-20 08:33:45","2019-06-20 08:34:30","10.18.9.56","","GSWF124","2","ich kenne schon ein hebe keine fragen","","","","","","","","","","","","","","","4","4","1","4","1","Mädchen"
"212","2019-06-20 08:36:22","1","en","2019-06-20 08:34:32","2019-06-20 08:36:22","10.18.9.56","","GSWF124","3","Wie ist das so viele Computer zu haben","","","","","","","","","","","","","","","1","2","4","5","3","Mädchen"
"213","2019-06-20 08:37:25","1","en","2019-06-20 08:36:24","2019-06-20 08:37:25","10.18.9.56","","GSWF124","4","Wie ist ein Hand Y von ihnnen auf gebaut???","","","","","","","","","","","","","","","2","1","5","3","2","Mädchen"
"214","2019-06-20 08:38:49","1","en","2019-06-20 08:37:27","2019-06-20 08:38:49","10.18.9.56","","GSWF124","5","Kannst du mir ein coolen bectinung Roboter bauen.","","","","","","","","","","","","","","","1","5","2","5","5","Junge"
"215","2019-06-20 08:39:22","1","en","2019-06-20 08:38:51","2019-06-20 08:39:22","10.18.9.56","","GSWF124","6","","","","","","","","","","","","","","","","4","4","1","","","Mädchen"
"216","2019-06-20 08:40:24","1","en","2019-06-20 08:39:33","2019-06-20 08:40:24","10.18.9.56","","GSWF124","7","Wie man fileicht Alle Spiele herunter laden","","","","","","","","","","","","","","","5","3","1","1","4","Junge"
"217","2019-06-20 08:41:17","1","en","2019-06-20 08:40:25","2019-06-20 08:41:17","10.18.9.56","","GSWF124","8","Wie kann man Bildschirme ferbinden","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"218","2019-06-20 08:41:55","1","en","2019-06-20 08:41:20","2019-06-20 08:41:55","10.18.9.56","","GSWF124","9","","","","","","","","","","","","","","","","2","5","3","3","3","Mädchen"
"219","2019-06-20 08:42:30","1","en","2019-06-20 08:41:58","2019-06-20 08:42:30","10.18.9.56","","GSWF124","10","Wie lang bist du am PC","","","","","","","","","","","","","","","1","2","1","1","4","Junge"
"220","2019-06-20 08:42:55","1","en","2019-06-20 08:42:35","2019-06-20 08:42:55","10.18.9.56","","GSWF124","11","","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"221","2019-06-20 08:43:39","1","en","2019-06-20 08:42:57","2019-06-20 08:43:39","10.18.9.56","","GSWF124","12","Wer hat den Computer gebaut","","","","","","","","","","","","","","","2","3","3","5","5","Mädchen"
"222","2019-06-20 08:45:02","1","en","2019-06-20 08:43:42","2019-06-20 08:45:02","10.18.9.56","","GSWF124","13","","","","","","","","","","","","","","","","5","3","3","5","5","Mädchen"
"223","2019-06-20 08:46:20","1","en","2019-06-20 08:45:45","2019-06-20 08:46:20","10.18.9.56","","GSWF124","14","wieviele Handys gibtes heute?","","","","","","","","","","","","","","","2","5","5","5","5","Mädchen"
"224","2019-06-20 08:46:57","1","en","2019-06-20 08:46:23","2019-06-20 08:46:57","10.18.9.56","","GSWF124","15","Spielst du gerne Bullerspiele?","","","","","","","","","","","","","","","2","3","3","3","2","Junge"
"225","2019-06-20 08:47:37","1","en","2019-06-20 08:46:58","2019-06-20 08:47:37","10.18.9.56","","GSWF124","16","","","","","","","","","","","","","","","","3","3","1","4","1","Mädchen"
"226","2019-06-20 08:49:15","1","en","2019-06-20 08:47:41","2019-06-20 08:49:15","10.18.9.56","","GSWF124","17","","","","","","","","","","","","","","","","1","2","1","4","5","Mädchen"
"227","2019-06-20 08:51:59","1","en","2019-06-20 08:49:27","2019-06-20 08:51:59","10.18.9.56","","GSWF124","18","Not no Nein Jadar d","","","","","","","","","","","","","","","1","4","5","4","1","Junge"
"228","2019-06-20 08:52:51","1","en","2019-06-20 08:52:01","2019-06-20 08:52:51","10.18.9.56","","GSWF127","1","Wie baut man einen Computer.","","","","","","","","","","","","","","","2","3","2","4","2","Junge"
"229","2019-06-20 08:53:38","1","en","2019-06-20 08:52:53","2019-06-20 08:53:38","10.18.9.56","","GSWF127","2","Wie wird das Bild auf dem Computer hergestellt?","Wie alt ist der älteste Computer?","","","","","","","","","","","","","","2","2","1","4","2","Mädchen"
"230","2019-06-20 08:55:22","1","en","2019-06-20 08:54:05","2019-06-20 08:55:22","10.18.9.56","","GSWF127","3","Wie wird das Bild auf den fernser hergestelt?","Wieso lädt das so lange wän man ins Internet möchte?","","","","","","","","","","","","","","5","3","3","4","2","Mädchen"
"231","2019-06-20 08:56:11","1","en","2019-06-20 08:55:23","2019-06-20 08:56:11","10.18.9.56","","GSWF127","4","Wie kommt das Bild bei einem Fernseher auf den Bildschirm?","Wie macht eine Kamera ein Bild?","","","","","","","","","","","","","","1","1","1","5","5","Junge"
"232","2019-06-20 08:57:58","1","en","2019-06-20 08:56:12","2019-06-20 08:57:58","10.18.9.56","","GSWF127","5","Woher kommt eigentlich (Technik)?","Wie werden Handysi Computer und fehnseer gemacht?","","","","","","","","","","","","","","1","4","3","3","1","Mädchen"
"233","2019-06-20 08:59:25","1","en","2019-06-20 08:57:59","2019-06-20 08:59:25","10.18.9.56","","GSWF127","6","Wie baut man ein Roboter?","Wie baut man ein Hand?","","","","","","","","","","","","","","2","4","2","4","2","Junge"
"234","2019-06-20 09:02:23","1","en","2019-06-20 08:59:34","2019-06-20 09:02:23","10.18.9.56","","GSWF127","7","Wie Funkzioniren eigedlich hendys","Wie kommt eigentlich das inter net gena","","","","","","","","","","","","","","1","5","2","2","1","Mädchen"
"235","2019-06-20 09:04:05","1","en","2019-06-20 09:03:06","2019-06-20 09:04:05","10.18.9.56","","GSWF127","8","Wie alt idt der erste Computer?","Wie wird ein Hand hergestellt?","Wer hat die Technik erfunden?","","","","","","","","","","","","","2","3","5","4","1","Mädchen"
"236","2019-06-20 09:04:59","1","en","2019-06-20 09:04:07","2019-06-20 09:04:59","10.18.9.56","","GSWF127","9","Wie wird das Bild auf dem Fernser prodozirt?","","","","","","","","","","","","","","","1","3","5","4","3","Junge"
"237","2019-06-20 10:21:38","1","en","2019-06-20 10:20:02","2019-06-20 10:21:38","10.18.9.56","","GSWF127","10","Woraus bestehen die Bildschirme von Tablet und noch mehr?","Wie werden elecktrischen sachen gebaut?","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"238","2019-06-20 10:22:38","1","en","2019-06-20 10:21:40","2019-06-20 10:22:38","10.18.9.56","","GSWF127","11","Wie man ein Roboter Programirt.","","","","","","","","","","","","","","","1","4","4","","","Junge"
"239","2019-06-20 10:23:37","1","en","2019-06-20 10:22:40","2019-06-20 10:23:37","10.18.9.56","","GSWF127","12","Wie mann einen roboter progrumirt.","","","","","","","","","","","","","","","1","1","1","2","1","keine Antwort"
"240","2019-06-20 10:24:11","1","en","2019-06-20 10:23:39","2019-06-20 10:24:11","10.18.9.56","","GSWF127","13","Wie funksoniert das internent","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"241","2019-06-20 10:24:57","1","en","2019-06-20 10:24:13","2019-06-20 10:24:57","10.18.9.56","","GSWF127","14","Wie wird Programiert?","","","","","","","","","","","","","","","1","2","2","2","3","Mädchen"
"242","2019-06-20 10:26:03","1","en","2019-06-20 10:24:59","2019-06-20 10:26:03","10.18.9.56","","GSWF127","15","Wie wird es in der Zukunft?","Was wird es noch alles an Technik gebent?","Seit wan gibt es Technik?","","","","","","","","","","","","","1","2","2","2","4","Mädchen"
"243","2019-06-20 10:26:50","1","en","2019-06-20 10:26:05","2019-06-20 10:26:50","10.18.9.56","","GSWF127","16","Wie wir ein Hand hergestellt?","","","","","","","","","","","","","","","3","4","3","3","3","Mädchen"
"244","2019-06-20 10:30:37","1","en","2019-06-20 10:27:13","2019-06-20 10:30:37","10.18.9.56","","GSWF127","17","Wie werden die Sachen eingendlich her gestellt","","","","","","","","","","","","","","","2","5","3","5","5","Mädchen"
"245","2019-06-20 10:32:07","1","en","2019-06-20 10:31:23","2019-06-20 10:32:07","10.18.9.56","","GSWF127","18","Wie werden Handys hergestelt?","","","","","","","","","","","","","","","3","4","3","3","5","Mädchen"
"246","2019-06-20 10:33:56","1","en","2019-06-20 10:32:10","2019-06-20 10:33:56","10.18.9.56","","GSWF127","19","Kan ein Computer wirklich alles?","Woraus bestet strom?","Wie file gerete gibt es auf der weld?","","","","","","","","","","","","","1","1","1","4","1","Junge"
"247","2019-06-20 10:41:34","1","en","2019-06-20 10:34:07","2019-06-20 10:41:34","10.18.9.56","","GSWF127","20","Explodiert ein Handy wenn kein Akku drin ist?","Wie bringt man einen Roboter zum Reden?","Wann Explodieren eigentlich Handys?","Können Roboter gefüle haben?","Kann mann Autos herrstellen die Tiere Erkennen und Anhalten?","","","","","","","","","","","1","5","3","4","1","Mädchen"
"248","2019-06-20 10:43:05","1","en","2019-06-20 10:41:58","2019-06-20 10:43:05","10.18.9.56","","GSWF127","21","Wie kann man ein Handy neu programmieren und alle Daten neu Erstellen.","Kann ein Roboter viele Sachen auf einmal Lernen und sich durch die Zeit zu einem Menschenroboter entwickeln?","","","","","","","","","","","","","","1","5","4","","4","Junge"
"249","2019-06-20 10:45:45","1","en","2019-06-20 10:43:15","2019-06-20 10:45:45","10.18.9.56","","GSWF127","22","Wie lange dauert es ein Roboter zu programmieren.","Könn Roboter Lehrer werden.","Könn Roboter führ mich lehrrin.","","","","","","","","","","","","","1","5","2","","","Junge"
"250","2019-06-20 11:00:20","1","en","2019-06-20 10:50:59","2019-06-20 11:00:20","10.18.9.56","","GSWF127","24","Können Roboter Fußball spielen?","Wer hat Roboter erfunden?","Wie sah der erste Computer?","Wie viele Kabel hat ein Computer?","Gibt es Roboter mit Gefühlen?","","","","","","","","","","","1","2","2","3","1","Mädchen"
"251","2019-06-20 11:04:20","1","en","2019-06-20 11:00:21","2019-06-20 11:04:20","10.18.9.56","","GSWF127","25","Wie Kann man ein Handy neu Programiren und Alle Daten neu Erstellen.","Kann ein robboter lerrer sein.","Könn Computer Explodiren","","","","","","","","","","","","","1","5","4","","","Junge"
"252","2019-06-20 11:07:13","1","en","2019-06-20 11:04:32","2019-06-20 11:07:13","10.18.9.56","","GSWF127","26","Wiso heist feck butz feck butz.","Wie werden spile her gestelt.","Wie werden Hendis hergestellt.","Wie werden PCs gemacht.","","","","","","","","","","","","1","2","3","3","4","Mädchen"
"253","2019-06-20 11:08:15","1","en","2019-06-20 11:07:14","2019-06-20 11:08:15","10.18.9.56","","GSWF127","27","Können roboter lerrer sein?","Können PCs Explodieren?","","","","","","","","","","","","","","4","3","3","2","4","Junge"
